"Date","Price","Open","High","Low","Vol.","Change %"
"02/15/2022","22.6560","21.3110","22.8070","21.2600","203.60K","6.31%"
"02/14/2022","21.3110","21.7420","21.8100","20.6660","235.31K","-1.99%"
"02/13/2022","21.7440","21.5280","22.2110","20.9040","234.99K","1.11%"
"02/12/2022","21.5060","22.2390","22.3680","21.1210","341.13K","-3.24%"
"02/11/2022","22.2270","23.8020","25.7090","21.7870","464.04K","-6.58%"
"02/10/2022","23.7930","24.0860","25.5890","23.7510","832.25K","-1.22%"
"02/09/2022","24.0860","23.0640","24.1640","22.4720","284.77K","4.51%"
"02/08/2022","23.0460","23.8220","24.1660","21.9080","443.81K","-3.10%"
"02/07/2022","23.7840","22.5740","23.9470","22.1500","380.16K","5.41%"
"02/06/2022","22.5640","22.1520","22.6250","21.5370","236.82K","1.80%"
"02/05/2022","22.1640","22.4240","22.9740","21.8280","373.26K","-1.08%"
"02/04/2022","22.4050","20.2310","22.4800","20.0990","591.76K","11.04%"
"02/03/2022","20.1770","20.1320","20.4450","19.2770","256.48K","0.22%"
"02/02/2022","20.1320","19.8920","21.6970","19.8580","529.10K","1.29%"
"02/01/2022","19.8750","19.7020","20.4530","19.6110","186.56K","0.92%"
"01/31/2022","19.6940","19.5680","19.7730","18.6060","245.63K","0.59%"
"01/30/2022","19.5780","19.3490","20.2060","19.0030","243.96K","1.38%"
"01/29/2022","19.3120","19.0400","19.6460","18.9580","231.02K","1.40%"
"01/28/2022","19.0460","18.0860","19.0940","17.8070","254.80K","5.15%"
"01/27/2022","18.1140","18.1630","18.4840","17.2760","347.85K","-0.16%"
"01/26/2022","18.1430","18.2480","19.8530","17.7020","475.38K","-0.55%"
"01/25/2022","18.2440","18.1160","18.3790","17.5650","348.38K","0.62%"
"01/24/2022","18.1310","18.6160","18.6160","16.1370","641.48K","-2.48%"
"01/23/2022","18.5920","17.8240","18.9130","17.6470","364.67K","4.27%"
"01/22/2022","17.8310","19.6090","20.0570","16.1850","900.69K","-9.03%"
"01/21/2022","19.6020","22.7000","22.9540","19.2570","559.26K","-13.76%"
"01/20/2022","22.7300","23.8410","24.6660","22.5600","226.54K","-4.66%"
"01/19/2022","23.8400","25.4040","26.0620","23.6570","378.98K","-6.17%"
"01/18/2022","25.4070","23.9410","25.8090","23.4320","525.87K","6.09%"
"01/17/2022","23.9490","25.1610","25.2220","23.5440","187.99K","-4.82%"
"01/16/2022","25.1610","25.3210","25.4390","24.7490","143.67K","-0.59%"
"01/15/2022","25.3110","24.8730","25.9560","24.8050","252.22K","1.76%"
"01/14/2022","24.8730","23.5000","25.0740","23.3650","246.97K","5.82%"
"01/13/2022","23.5060","24.7490","24.9000","23.4600","185.66K","-4.97%"
"01/12/2022","24.7350","23.8150","25.0000","23.7590","216.42K","3.86%"
"01/11/2022","23.8150","22.6740","23.8810","22.5710","210.66K","5.03%"
"01/10/2022","22.6740","23.6680","24.2710","21.8450","344.17K","-4.13%"
