"Date","Price","Open","High","Low","Vol.","Change %"
"03/18/2022","2.1290","2.0860","2.1450","2.0520","16.17M","2.06%"
"03/17/2022","2.0860","2.0840","2.0950","2.0510","15.67M","0.00%"
"03/16/2022","2.0860","1.9850","2.0930","1.9750","28.02M","5.04%"
"03/15/2022","1.9860","1.9680","2.0070","1.9180","15.15M","0.86%"
"03/14/2022","1.9690","1.9040","1.9750","1.8850","21.59M","3.25%"
"03/13/2022","1.9070","1.9680","2.0070","1.8900","17.13M","-3.10%"
"03/12/2022","1.9680","1.9740","2.0090","1.9670","12.87M","-0.25%"
"03/11/2022","1.9730","1.9830","2.0150","1.9280","24.24M","-0.55%"
"03/10/2022","1.9840","2.0660","2.1000","1.9390","28.64M","-3.97%"
"03/09/2022","2.0660","1.9710","2.0790","1.9700","25.90M","4.77%"
"03/08/2022","1.9720","1.9270","1.9930","1.9130","24.47M","2.65%"
"03/07/2022","1.9210","1.9610","2.0200","1.8720","28.05M","-2.04%"
"03/06/2022","1.9610","2.0420","2.0570","1.9550","15.89M","-4.06%"
"03/05/2022","2.0440","2.0020","2.0520","1.9670","14.61M","2.05%"
"03/04/2022","2.0030","2.1550","2.1660","1.9750","31.65M","-7.10%"
"03/03/2022","2.1560","2.2130","2.2230","2.1240","10.01M","-2.58%"
"03/02/2022","2.2130","2.2650","2.2840","2.1820","15.15M","-2.30%"
"03/01/2022","2.2650","2.2830","2.3090","2.2120","16.17M","-0.74%"
"02/28/2022","2.2820","2.0910","2.2820","2.0640","22.64M","9.13%"
"02/27/2022","2.0910","2.1630","2.2450","2.0600","18.94M","-3.24%"
"02/26/2022","2.1610","2.1480","2.2280","2.1360","11.57M","0.70%"
"02/25/2022","2.1460","2.0730","2.1630","2.0320","16.35M","3.67%"
"02/24/2022","2.0700","2.1040","2.1230","1.8620","41.38M","-1.62%"
"02/23/2022","2.1040","2.1670","2.2290","2.1030","12.38M","-2.82%"
"02/22/2022","2.1650","2.0710","2.1770","2.0360","16.19M","4.44%"
"02/21/2022","2.0730","2.1990","2.2730","2.0680","22.73M","-5.60%"
"02/20/2022","2.1960","2.2880","2.2970","2.1720","12.41M","-4.02%"
"02/19/2022","2.2880","2.2940","2.3370","2.2310","11.51M","-0.35%"
"02/18/2022","2.2960","2.3280","2.3800","2.2770","12.21M","-1.42%"
"02/17/2022","2.3290","2.5500","2.5820","2.2960","13.17M","-8.59%"
"02/16/2022","2.5480","2.5310","2.5720","2.4640","11.14M","0.75%"
"02/15/2022","2.5290","2.3740","2.5370","2.3650","7.04M","6.71%"
"02/14/2022","2.3700","2.3790","2.3950","2.3130","6.13M","-0.42%"
"02/13/2022","2.3800","2.3940","2.4290","2.3480","6.12M","-0.54%"
"02/12/2022","2.3930","2.4130","2.4350","2.3350","7.84M","-0.83%"
"02/11/2022","2.4130","2.5510","2.6010","2.3870","13.01M","-5.37%"
"02/10/2022","2.5500","2.6690","2.7670","2.5460","17.08M","-4.46%"
"02/09/2022","2.6690","2.6310","2.6960","2.5890","9.83M","1.52%"
"02/08/2022","2.6290","2.6960","2.7660","2.5430","19.99M","-2.49%"
"02/07/2022","2.6960","2.5380","2.7180","2.4910","16.57M","6.18%"
"02/06/2022","2.5390","2.4820","2.5460","2.4390","8.06M","2.50%"
"02/05/2022","2.4770","2.4760","2.5270","2.4460","11.82M","-0.08%"
"02/04/2022","2.4790","2.3110","2.4840","2.2910","16.40M","7.36%"
"02/03/2022","2.3090","2.2740","2.3090","2.2310","9.85M","1.41%"
"02/02/2022","2.2770","2.3560","2.4560","2.2660","12.69M","-3.31%"
"02/01/2022","2.3550","2.3380","2.3710","2.3110","8.71M","0.77%"
"01/31/2022","2.3370","2.3150","2.3480","2.2110","9.38M","0.82%"
"01/30/2022","2.3180","2.3370","2.3660","2.2650","7.81M","-0.77%"
"01/29/2022","2.3360","2.3070","2.3730","2.2900","8.23M","1.17%"
"01/28/2022","2.3090","2.2240","2.3190","2.1830","11.51M","3.82%"
"01/27/2022","2.2240","2.2130","2.2440","2.1290","13.79M","0.59%"
"01/26/2022","2.2110","2.2250","2.3780","2.1840","19.85M","-0.63%"
"01/25/2022","2.2250","2.1990","2.2340","2.1610","15.24M","1.18%"
"01/24/2022","2.1990","2.2730","2.2730","1.9950","35.76M","-3.26%"
"01/23/2022","2.2730","2.2220","2.2880","2.1630","20.94M","2.25%"
"01/22/2022","2.2230","2.3630","2.4300","2.0140","50.67M","-6.20%"
"01/21/2022","2.3700","2.6320","2.6600","2.3240","31.21M","-10.16%"
"01/20/2022","2.6380","2.7400","2.8440","2.6190","11.04M","-3.69%"
"01/19/2022","2.7390","2.8250","2.8730","2.7060","10.16M","-3.08%"
"01/18/2022","2.8260","2.8350","2.9350","2.7470","12.23M","-0.18%"
"01/17/2022","2.8310","2.9060","2.9080","2.7820","9.32M","-2.48%"
"01/16/2022","2.9030","2.9080","2.9480","2.8670","6.20M","-0.27%"
"01/15/2022","2.9110","2.8660","2.9500","2.8500","8.33M","1.68%"
"01/14/2022","2.8630","2.7890","2.9270","2.7760","11.33M","2.69%"
"01/13/2022","2.7880","2.8830","2.9030","2.7840","7.85M","-3.26%"
"01/12/2022","2.8820","2.7690","2.9080","2.7650","9.90M","4.08%"
"01/11/2022","2.7690","2.7020","2.8020","2.6910","10.21M","2.44%"
"01/10/2022","2.7030","2.7920","2.8270","2.5870","18.30M","-3.19%"
"01/09/2022","2.7920","2.7540","2.8390","2.7430","9.44M","1.49%"
"01/08/2022","2.7510","2.8400","2.8980","2.6780","15.32M","-2.96%"
"01/07/2022","2.8350","2.9220","2.9290","2.7030","26.50M","-3.01%"
