,Date,price_BNB_USD,price_BTC_USD,price_Dogecoin,price_Ethereum,price_Litecoin,price_NEO_USD,price_NXT_USD,price_PPC_USD,price_Stellar,price_Tether,price_TRX_USD,price_XEM_USD,price_XRP
801,2020-09-08,22.49,"10,397.0",0.002815,352.06,48.839,18.25,0.010967,0.226824,0.07863,1.0014,0.03251,0.13558,0.242
802,2020-09-07,23.11,"10,276.0",0.002783,353.49,47.91,17.09,0.010727,0.233398,0.07742,1.0013,0.03145,0.13687,0.23985
803,2020-09-06,19.37,"10,196.9",0.00276,334.91,47.812,16.93,0.010305,0.243756,0.07532,1.0019,0.02988,0.11122,0.23737
804,2020-09-05,20.95,"10,484.7",0.002877,385.94,50.364,18.91,0.011785,0.243756,0.08076,1.0026,0.03555,0.13694,0.25403
805,2020-09-04,20.33,"10,170.0",0.002764,381.97,47.47,17.68,0.010933,0.241,0.07863,1.0019,0.04026,0.13924,0.2443
806,2020-09-03,24.72,"11,408.0",0.003115,439.14,58.06,20.32,0.012766,0.267527,0.09241,1.0013,0.03449,0.16054,0.27602
807,2020-09-02,24.73,"11,942.0",0.003242,475.72,62.697,21.51,0.013736,0.278567,0.09886,1.0014,0.03479,0.15728,0.29533
808,2020-09-01,23.15,"11,671.0",0.00321,433.89,60.957,20.42,0.013124,0.278955,0.09676,1.0009,0.02923,0.14123,0.28114
809,2020-08-31,23.66,"11,729.9",0.003297,428.81,62.87,20.68,0.012972,0.277247,0.09819,1.0012,0.02694,0.12891,0.28303
810,2020-08-30,22.99,"11,492.0",0.003276,398.80,56.952,21.09,0.012726,0.265954,0.09624,1.0011,0.02495,0.14298,0.27384
811,2020-08-29,23.1,"11,545.0",0.003263,395.32,57.41,18.29,0.012912,0.265954,0.09571,1.0011,0.02391,0.10825,0.27167
812,2020-08-28,23.15,"11,343.0",0.003205,383.16,56.083,17.65,0.012624,0.265954,0.09382,1.0014,0.02308,0.09269,0.26456
813,2020-08-27,22.2,"11,471.1",0.003288,385.96,58.087,17.34,0.012648,0.280723,0.098,1.0012,0.02368,0.09686,0.27647
814,2020-08-26,21.39,"11,341.0",0.003282,383.16,58.347,17.03,0.012521,0.277,0.09722,1.0008,0.02295,0.09417,0.27641
815,2020-08-25,22.59,"11,768.0",0.003409,407.64,62.09,18.06,0.013079,0.277,0.10298,1.0008,0.02509,0.09145,0.28856
816,2020-08-24,21.86,"11,663.0",0.003397,390.81,60.546,18.18,0.012575,0.303675,0.1029,1.0009,0.02435,0.09815,0.2848
817,2020-08-23,22.2,"11,685.0",0.003437,395.56,60.228,18.94,0.012932,0.288283,0.10231,1.0008,0.0251,0.08362,0.28609
818,2020-08-22,22.1,"11,531.0",0.003376,388.06,59.181,16.35,0.012978,0.288844,0.09942,1.0001,0.02418,0.07383,0.27921
819,2020-08-21,23.09,"11,884.0",0.003441,416.05,62.783,17.86,0.013295,0.283325,0.10727,1.0014,0.02747,0.07512,0.29215
820,2020-08-20,22.39,"11,778.0",0.003419,407.39,62.104,15.83,0.013132,0.28161,0.10212,1.0021,0.02648,0.07088,0.28979
821,2020-08-19,22.98,"11,961.8",0.003477,422.10,65.447,16.12,0.013631,0.303119,0.10812,1.0011,0.02868,0.07343,0.30255
822,2020-08-18,23.46,"12,300.0",0.003589,430.63,67.199,16.55,0.014133,0.304003,0.11381,1.0017,0.03037,0.07944,0.3152
823,2020-08-17,23.53,"11,925.0",0.003535,433.62,63.881,15.51,0.013241,0.304488,0.11522,1.0008,0.0282,0.06622,0.30446
824,2020-08-16,23.09,"11,873.4",0.003535,432.22,59.822,15.1,0.013376,0.297775,0.10704,1.0012,0.02525,0.06426,0.29882
825,2020-08-15,23.18,"11,761.0",0.00357,438.04,56.679,14.82,0.013174,0.297775,0.10498,1.0007,0.02472,0.06208,0.30006
826,2020-08-14,21.84,"11,792.5",0.003483,424.28,57.135,14.55,0.013703,0.297775,0.10116,1.0016,0.02238,0.06141,0.29434
827,2020-08-13,21.49,"11,589.0",0.003462,387.15,54.517,14.34,0.0129,0.297775,0.10143,1.001,0.02018,0.06023,0.28232
828,2020-08-12,21.31,"11,379.8",0.003391,379.03,54.102,13.69,0.012568,0.297775,0.10015,0.9995,0.02011,0.06085,0.28292
829,2020-08-11,22.65,"11,892.0",0.003495,395.52,58.281,14.53,0.013145,0.310047,0.10632,1.0007,0.02145,0.06232,0.29465
830,2020-08-10,22.4,"11,675.7",0.003468,390.22,56.949,13.0,0.013613,0.302895,0.10511,1.0001,0.02045,0.06285,0.28795
831,2020-08-09,22.91,"11,764.0",0.003514,396.78,58.445,13.13,0.0138,0.295732,0.10328,1.0001,0.02048,0.0627,0.29526
832,2020-08-08,22.27,"11,580.0",0.003531,379.57,57.186,12.85,0.013782,0.289753,0.10302,0.9998,0.01988,0.06279,0.29444
833,2020-08-07,22.72,"11,759.0",0.003559,394.80,59.043,12.96,0.013832,0.287674,0.10626,1.0002,0.02024,0.06168,0.30316
834,2020-08-06,23.28,"11,735.8",0.003501,400.80,58.864,12.87,0.012619,0.298265,0.10748,1.0005,0.02029,0.05587,0.30248
835,2020-08-05,22.31,"11,184.0",0.003549,389.62,57.601,12.55,0.0119,0.276918,0.11012,0.9999,0.02039,0.05493,0.30136
836,2020-08-04,22.05,"11,226.5",0.003372,385.86,58.488,12.4,0.012088,0.281945,0.10512,1.0003,0.01987,0.0556,0.31005
837,2020-08-03,21.0,"11,053.8",0.003333,372.26,56.766,12.16,0.011886,0.286515,0.10258,0.9996,0.0191,0.05387,0.28791
838,2020-08-02,21.62,"11,804.7",0.003713,387.15,61.637,13.41,0.012778,0.304017,0.10761,1.0004,0.02045,0.05638,0.29101
839,2020-08-01,20.71,"11,350.0",0.003224,346.48,58.16,12.27,0.01241,0.303812,0.09693,1.0013,0.01968,0.05164,0.25945
840,2020-07-31,19.96,"11,123.0",0.003227,334.84,56.738,11.77,0.011903,0.310712,0.09631,1.0018,0.01921,0.05218,0.24415
841,2020-07-30,19.76,"11,117.0",0.003171,317.79,55.17,11.66,0.01189,0.305449,0.09498,1.0016,0.01896,0.05116,0.24096
842,2020-07-29,20.17,"10,932.0",0.003198,316.95,55.754,11.74,0.011672,0.312935,0.09711,1.0019,0.01912,0.05054,0.23041
843,2020-07-28,19.76,"11,044.0",0.003167,321.82,53.263,11.64,0.011704,0.299513,0.0969,1.0014,0.01874,0.04899,0.22433
844,2020-07-27,19.55,"9,946.3",0.003237,311.12,48.072,11.61,0.011637,0.275628,0.09896,1.0013,0.01853,0.04943,0.21527
845,2020-07-26,19.77,"9,714.9",0.003252,305.32,49.154,11.6,0.011373,0.275242,0.10072,1.0012,0.01879,0.05082,0.21464
846,2020-07-25,19.19,"9,559.1",0.003215,279.33,44.1,11.09,0.011335,0.272901,0.09572,1.0019,0.01792,0.05042,0.20401
847,2020-07-24,18.75,"9,615.0",0.003298,275.33,44.939,11.44,0.011491,0.275391,0.09817,1.0011,0.01791,0.04996,0.2085
848,2020-07-23,18.09,"9,557.7",0.003289,263.29,44.984,11.56,0.011222,0.275842,0.09745,1.0022,0.01793,0.05172,0.20356
849,2020-07-22,17.71,"9,402.0",0.0033,245.54,43.786,11.17,0.011344,0.276117,0.09641,1.0017,0.01761,0.04994,0.19947
850,2020-07-21,17.44,"9,179.2",0.003226,236.10,41.954,10.39,0.010953,0.26497,0.09432,1.001,0.01716,0.04915,0.19468
851,2020-07-20,18.03,"9,231.2",0.003381,239.03,42.633,10.66,0.010889,0.26039,0.10007,1.0017,0.01753,0.05103,0.19954
852,2020-07-19,17.15,"9,189.1",0.003455,235.72,42.468,10.55,0.010904,0.258357,0.10083,1.0015,0.0174,0.054,0.19988
853,2020-07-18,17.06,"9,167.3",0.003055,232.77,41.892,10.59,0.010856,0.258993,0.10397,1.0007,0.01717,0.04512,0.19448
854,2020-07-17,17.15,"9,149.9",0.002981,233.65,42.081,10.71,0.010873,0.255881,0.10202,1.0004,0.01716,0.04507,0.19442
855,2020-07-16,17.65,"9,210.1",0.003094,238.62,43.35,10.99,0.010706,0.263265,0.09435,0.9999,0.01757,0.04588,0.19724
856,2020-07-15,18.07,"9,263.4",0.003294,240.49,43.896,10.83,0.011007,0.254958,0.09213,1.0003,0.01765,0.04687,0.19911
857,2020-07-14,18.35,"9,252.0",0.00316,239.75,43.943,10.67,0.010765,0.2531,0.09017,1.0003,0.01755,0.04715,0.19872
858,2020-07-13,18.31,"9,315.8",0.003635,242.84,44.737,10.79,0.010865,0.261505,0.09541,1.0011,0.01818,0.04591,0.20119
859,2020-07-12,17.61,"9,246.3",0.003808,239.20,44.696,10.74,0.010916,0.26133,0.09419,1.0011,0.01837,0.04632,0.20114
860,2020-07-11,17.33,"9,305.7",0.003524,241.21,44.307,10.51,0.011197,0.265039,0.08896,1.0008,0.01813,0.04589,0.19898
861,2020-07-10,16.84,"9,248.9",0.004331,242.01,44.367,10.77,0.011084,0.271958,0.09039,1.0012,0.01856,0.04677,0.20261
862,2020-07-09,17.28,"9,447.0",0.004743,246.93,45.333,11.07,0.0112,0.279742,0.08543,1.0011,0.01791,0.04734,0.20545
863,2020-07-08,16.81,"9,267.5",0.003121,239.26,43.364,10.57,0.010806,0.264687,0.07344,1.0008,0.01721,0.04329,0.18512
864,2020-07-07,16.3,"9,361.0",0.002618,241.56,44.097,10.58,0.010794,0.264874,0.07172,1.0011,0.01799,0.0434,0.18875
865,2020-07-06,15.5,"9,089.7",0.002301,227.95,41.657,10.06,0.010386,0.260448,0.06728,1.0011,0.01688,0.04209,0.17704
866,2020-07-05,15.55,"9,147.7",0.002306,229.09,42.077,9.97,0.010626,0.26455,0.06795,1.001,0.01682,0.04259,0.17808
867,2020-07-04,15.28,"9,073.9",0.002322,225.09,41.211,9.78,0.010492,0.242129,0.06704,1.0005,0.01658,0.04255,0.17634
868,2020-07-03,15.36,"9,100.0",0.002322,226.42,41.05,9.93,0.010507,0.246667,0.06763,1.0004,0.01658,0.04167,0.17478
869,2020-07-02,15.8,"9,239.9",0.002327,230.96,41.728,10.15,0.010654,0.251757,0.06837,1.0005,0.01686,0.04288,0.17644
870,2020-07-01,15.39,"9,150.6",0.002314,225.61,41.194,10.03,0.010671,0.242719,0.06689,1.0003,0.01638,0.04174,0.17531
871,2020-06-30,15.49,"9,194.4",0.002305,227.88,41.842,10.22,0.010539,0.256526,0.06504,0.9999,0.01619,0.04123,0.17724
872,2020-06-29,15.38,"9,127.8",0.002315,225.09,41.396,10.04,0.010424,0.241259,0.06426,1.0001,0.01578,0.0409,0.17687
873,2020-06-28,15.12,"9,015.3",0.002324,221.07,41.077,9.7,0.010383,0.242048,0.06274,0.9997,0.01543,0.04057,0.17514
874,2020-06-27,15.76,"9,173.1",0.002358,229.72,43.068,10.19,0.010537,0.246888,0.06694,1.0001,0.01585,0.04164,0.18249
875,2020-06-26,15.89,"9,257.0",0.002408,232.57,42.336,10.33,0.011104,0.250021,0.0675,1.0001,0.0159,0.04238,0.18155
876,2020-06-25,15.99,"9,312.1",0.002425,234.75,42.625,10.46,0.011126,0.249292,0.06895,0.9999,0.01592,0.04281,0.18352
877,2020-06-24,16.38,"9,635.1",0.002473,243.20,44.167,10.94,0.011374,0.262528,0.07091,1.0008,0.01652,0.04522,0.18886
878,2020-06-23,16.5,"9,697.7",0.002472,243.24,44.292,10.81,0.011879,0.263271,0.07182,1.0006,0.0164,0.04539,0.18942
879,2020-06-22,15.98,"9,298.1",0.002449,228.11,42.996,10.29,0.011143,0.25531,0.06834,0.9999,0.01582,0.04446,0.18606
880,2020-06-21,16.07,"9,371.3",0.002458,228.87,43.588,10.27,0.011598,0.244062,0.06981,1.0013,0.01598,0.04469,0.18793
881,2020-06-20,15.91,"9,315.5",0.002453,229.11,42.887,10.26,0.0114,0.249373,0.06943,0.9995,0.01586,0.04451,0.18727
882,2020-06-19,16.15,"9,400.0",0.002454,231.34,43.444,10.41,0.011451,0.25221,0.0706,0.9996,0.01601,0.04527,0.18978
883,2020-06-18,16.39,"9,473.3",0.002481,233.85,44.08,10.58,0.011435,0.254986,0.07181,1.0,0.01621,0.04467,0.19318
884,2020-06-17,16.44,"9,534.4",0.002485,235.37,43.868,10.58,0.011559,0.251347,0.07131,1.0003,0.01613,0.04341,0.19238
885,2020-06-16,16.39,"9,435.0",0.002477,230.92,43.752,10.42,0.010953,0.248857,0.07093,1.0005,0.01608,0.04325,0.19242
886,2020-06-15,16.56,"9,344.8",0.002482,231.99,44.047,10.61,0.011132,0.252896,0.07072,0.9998,0.01616,0.0436,0.19029
887,2020-06-14,16.81,"9,480.9",0.002532,238.23,45.107,11.08,0.011219,0.253352,0.07402,1.0001,0.01668,0.04501,0.19241
888,2020-06-13,16.64,"9,468.3",0.002523,237.55,44.742,10.92,0.011289,0.251091,0.07274,0.9997,0.01644,0.04489,0.19304
889,2020-06-12,16.21,"9,272.2",0.002456,230.72,43.262,10.68,0.011271,0.245656,0.07115,0.9992,0.01572,0.04259,0.18837
890,2020-06-11,17.41,"9,898.8",0.002585,247.79,46.657,11.93,0.012019,0.259096,0.07868,1.0007,0.01761,0.04763,0.20271
891,2020-06-10,17.34,"9,771.9",0.002562,243.82,45.88,12.03,0.011881,0.257325,0.07814,1.0004,0.01754,0.04589,0.20132
892,2020-06-09,17.44,"9,784.4",0.002585,246.19,46.405,11.64,0.011885,0.271747,0.07994,1.0004,0.01796,0.04574,0.20409
893,2020-06-08,17.42,"9,747.1",0.002607,244.56,46.638,11.77,0.011874,0.259085,0.07875,1.0001,0.01819,0.04608,0.20334
894,2020-06-07,17.54,"9,668.4",0.002587,242.00,46.795,11.81,0.011734,0.257432,0.07971,0.9999,0.01704,0.04637,0.2037
895,2020-06-06,17.6,"9,620.4",0.002588,240.27,46.832,11.8,0.011864,0.26161,0.07889,0.9997,0.01684,0.04554,0.20282
896,2020-06-05,17.51,"9,790.7",0.002632,243.37,47.437,12.17,0.011907,0.268084,0.08205,1.0,0.01687,0.04634,0.20438
897,2020-06-04,17.6,"9,672.0",0.002594,244.53,47.15,12.39,0.011621,0.255139,0.08272,1.0003,0.01693,0.04678,0.20411
898,2020-06-03,17.27,"9,530.0",0.002575,237.90,46.016,12.11,0.011471,0.255448,0.07954,1.0001,0.01637,0.04268,0.20316
899,2020-06-02,17.95,"10,221.0",0.002647,248.01,48.206,12.41,0.01224,0.273735,0.07561,1.0017,0.01708,0.04432,0.2109
900,2020-06-01,17.08,"9,452.1",0.002573,231.80,45.611,10.94,0.011635,0.26175,0.07055,0.9993,0.01579,0.04198,0.20254
901,2020-05-31,17.75,"9,706.4",0.002616,243.63,47.73,11.03,0.011831,0.263044,0.07257,0.9995,0.01636,0.04269,0.20703
902,2020-05-30,17.02,"9,426.2",0.002528,220.66,44.502,10.23,0.011469,0.261065,0.06773,1.0,0.01498,0.04113,0.19758
903,2020-05-29,17.12,"9,589.3",0.002532,220.14,44.723,10.43,0.011662,0.258582,0.06902,1.0,0.01514,0.04143,0.20045
904,2020-05-28,16.45,"9,210.3",0.002511,208.20,43.847,10.01,0.01127,0.252813,0.066,1.0002,0.0147,0.04063,0.19792
905,2020-05-27,16.21,"8,845.5",0.002506,200.99,42.274,9.93,0.011028,0.248809,0.06501,1.0005,0.01458,0.04123,0.19373
906,2020-05-26,16.39,"8,902.0",0.002537,204.13,42.981,9.91,0.011025,0.246506,0.06627,1.0003,0.01471,0.04014,0.19619
907,2020-05-25,15.97,"8,711.5",0.002476,199.99,42.147,9.64,0.01099,0.243743,0.06404,0.9998,0.01414,0.03854,0.19271
908,2020-05-24,16.46,"9,174.6",0.002538,206.65,43.874,10.2,0.011527,0.254553,0.06712,1.0003,0.01496,0.04038,0.19883
909,2020-05-23,16.59,"9,162.4",0.002538,207.35,44.203,10.4,0.011736,0.263629,0.06805,1.0003,0.01483,0.04021,0.20035
910,2020-05-22,16.08,"9,059.5",0.0025,198.75,42.931,9.54,0.010818,0.257552,0.06639,0.9997,0.0142,0.03831,0.19432
911,2020-05-21,16.9,"9,502.0",0.002517,210.00,44.229,10.13,0.011108,0.260991,0.07092,0.9999,0.01498,0.03921,0.20176
912,2020-05-20,17.2,"9,770.1",0.002543,214.52,45.714,10.33,0.011192,0.26816,0.06973,1.0002,0.01531,0.03942,0.20496
913,2020-05-19,16.63,"9,714.8",0.002537,214.88,45.313,10.24,0.011281,0.2707,0.07027,0.9997,0.01536,0.03945,0.20539
914,2020-05-18,16.27,"9,668.2",0.00253,207.00,43.67,10.15,0.011504,0.266891,0.06872,0.9998,0.01502,0.03908,0.20135
915,2020-05-17,16.01,"9,388.0",0.002512,200.51,43.26,10.0,0.011169,0.254276,0.06792,0.9999,0.01495,0.03902,0.19981
916,2020-05-16,15.71,"9,313.3",0.002492,194.85,42.737,10.02,0.011219,0.259497,0.06706,1.0,0.01486,0.0391,0.19809
917,2020-05-15,16.35,"9,791.0",0.002575,203.29,43.981,10.19,0.011451,0.255181,0.06922,1.0003,0.01528,0.03967,0.204
918,2020-05-14,16.21,"9,312.0",0.00252,199.58,43.179,10.28,0.011529,0.24792,0.06975,1.001,0.01501,0.0385,0.20171
919,2020-05-13,15.71,"8,811.4",0.002461,189.82,42.184,9.99,0.010855,0.242744,0.07013,1.0007,0.01454,0.03805,0.197
920,2020-05-12,15.08,"8,555.0",0.002411,185.82,41.542,9.6,0.010792,0.216279,0.06244,1.0004,0.01396,0.03699,0.1927
921,2020-05-11,15.36,"8,726.0",0.002453,187.77,42.101,9.71,0.010436,0.223279,0.0642,1.0005,0.01425,0.03737,0.19677
922,2020-05-10,16.77,"9,537.7",0.002604,210.19,47.019,11.0,0.011932,0.247671,0.07142,1.0003,0.01607,0.04087,0.21648
923,2020-05-09,17.13,"9,792.2",0.002615,211.47,47.711,11.3,0.012341,0.255257,0.07254,1.0007,0.01627,0.04202,0.21868
924,2020-05-08,17.02,"9,991.0",0.002661,212.00,47.364,9.9,0.012257,0.259319,0.07212,1.0011,0.01605,0.04135,0.2186
925,2020-05-07,16.31,"9,150.4",0.002479,199.05,44.96,9.14,0.011721,0.242686,0.06975,1.0006,0.01552,0.0406,0.2118
926,2020-05-06,16.88,"9,020.0",0.002476,205.36,46.549,9.11,0.011464,0.241274,0.07214,1.0007,0.0159,0.04087,0.21695
927,2020-05-05,17.05,"8,871.2",0.002464,206.59,46.971,9.01,0.011267,0.243833,0.07334,1.0007,0.01624,0.04074,0.21799
928,2020-05-04,17.08,"8,901.6",0.002505,209.85,48.049,9.08,0.011459,0.252194,0.07289,1.0007,0.016,0.04196,0.21937
929,2020-05-03,17.54,"8,982.3",0.002541,213.96,49.214,9.22,0.011562,0.245149,0.07545,1.0007,0.01635,0.04315,0.22371
930,2020-05-02,17.38,"8,822.9",0.002473,212.00,47.089,9.0,0.011423,0.257624,0.07283,1.0006,0.0158,0.04211,0.21782
931,2020-05-01,16.95,"8,630.8",0.00246,206.23,46.39,8.89,0.011012,0.235137,0.06745,1.0007,0.01518,0.04022,0.21143
932,2020-04-30,17.37,"8,773.8",0.002505,215.42,48.805,9.22,0.011323,0.245459,0.07213,1.0008,0.01623,0.04247,0.22643
933,2020-04-29,16.36,"7,750.7",0.00232,196.55,45.732,8.46,0.010401,0.226983,0.06865,1.0015,0.01528,0.04072,0.21452
934,2020-04-28,16.42,"7,777.6",0.002343,196.13,44.46,8.42,0.010321,0.229531,0.06764,1.0014,0.01452,0.03951,0.1975
935,2020-04-27,16.4,"7,698.0",0.002402,197.35,44.565,8.65,0.01054,0.214631,0.06196,1.001,0.01427,0.03961,0.19619
936,2020-04-26,16.2,"7,538.5",0.002123,194.01,44.376,8.43,0.010276,0.222718,0.06159,1.0011,0.01397,0.03887,0.19419
937,2020-04-25,15.93,"7,508.4",0.002081,187.57,44.426,8.08,0.010095,0.212392,0.0613,1.0016,0.01394,0.03858,0.19315
938,2020-04-24,16.05,"7,499.0",0.002054,185.48,42.97,7.85,0.009929,0.20605,0.06217,1.0018,0.0136,0.03775,0.19263
939,2020-04-23,15.69,"7,133.3",0.001998,182.72,41.818,7.53,0.009524,0.203579,0.05494,1.0021,0.01298,0.03663,0.18804
940,2020-04-22,15.14,"6,849.9",0.00195,170.79,40.59,7.23,0.009391,0.200105,0.05083,1.0025,0.01249,0.03529,0.18352
941,2020-04-21,14.99,"6,835.0",0.001978,170.37,40.229,7.21,0.009585,0.182915,0.04945,1.0019,0.01238,0.03554,0.18175
942,2020-04-20,16.07,"7,133.4",0.002042,180.12,42.246,7.61,0.009799,0.193793,0.04872,1.0025,0.01291,0.03666,0.18897
943,2020-04-19,16.61,"7,268.8",0.002047,187.47,44.142,7.87,0.009728,0.185278,0.05052,1.002,0.01342,0.03806,0.19529
944,2020-04-18,15.64,"7,045.9",0.002001,170.63,42.19,7.46,0.00934,0.18111,0.04853,1.0025,0.01292,0.03747,0.18868
945,2020-04-17,15.68,"7,114.7",0.001998,172.32,42.547,7.61,0.00952,0.163071,0.04912,1.0026,0.01302,0.0378,0.19053
946,2020-04-16,14.55,"6,629.1",0.001987,152.90,39.336,6.98,0.009108,0.173137,0.04625,1.0026,0.01211,0.03606,0.18058
947,2020-04-15,15.55,"6,874.0",0.001979,158.43,41.253,7.26,0.009384,0.181187,0.04794,1.0023,0.01245,0.03686,0.18611
948,2020-04-14,15.05,"6,847.9",0.001961,156.36,41.199,7.28,0.009444,0.178159,0.04819,1.0031,0.01257,0.03676,0.18769
949,2020-04-13,14.21,"6,916.5",0.001955,158.76,42.02,7.36,0.009341,0.177709,0.04886,1.0023,0.01259,0.03671,0.18941
950,2020-04-12,13.8,"6,884.5",0.002015,158.18,42.531,7.3,0.009295,0.176753,0.04973,1.0027,0.0125,0.0366,0.18843
951,2020-04-11,13.72,"6,874.3",0.001962,157.85,42.27,7.3,0.009103,0.174583,0.04795,1.0027,0.0125,0.03698,0.18762
952,2020-04-10,15.01,"7,293.7",0.00202,169.67,46.275,8.03,0.009504,0.178159,0.05202,1.0018,0.01344,0.03922,0.1983
953,2020-04-09,15.07,"7,367.1",0.002004,173.01,46.542,7.99,0.009681,0.194052,0.05145,1.0019,0.01375,0.03947,0.20192
954,2020-04-08,14.72,"7,203.0",0.002,164.71,44.882,7.72,0.009467,0.195285,0.04843,1.0012,0.01329,0.03898,0.19287
955,2020-04-07,15.17,"7,340.2",0.001984,171.07,45.008,7.82,0.009554,0.188652,0.04986,1.0021,0.01374,0.03957,0.19805
956,2020-04-06,13.67,"6,780.2",0.00185,142.58,40.342,7.02,0.008977,0.181211,0.04344,1.0029,0.01258,0.0369,0.17935
957,2020-04-05,13.79,"6,880.6",0.001872,144.03,40.709,7.2,0.00881,0.191574,0.04183,1.0059,0.01199,0.03752,0.18122
958,2020-04-04,13.37,"6,738.5",0.001841,141.13,40.476,7.02,0.008688,0.177148,0.04183,1.0048,0.01193,0.03717,0.17952
959,2020-04-03,13.01,"6,810.7",0.001877,141.29,39.906,6.99,0.008735,0.179027,0.04129,1.0021,0.01192,0.03684,0.1784
960,2020-04-02,12.72,"6,685.7",0.001858,135.65,39.215,6.84,0.008568,0.181253,0.04085,1.0042,0.01166,0.03683,0.17498
961,2020-04-01,12.57,"6,429.0",0.0018,132.88,39.058,6.77,0.008414,0.180934,0.04071,1.0036,0.01159,0.0363,0.17364
962,2020-03-31,12.12,"6,409.1",0.001805,132.15,38.924,6.58,0.008402,0.184637,0.03997,1.004,0.01146,0.03664,0.17113
963,2020-03-30,11.32,"5,893.7",0.001721,125.24,37.194,6.18,0.007769,0.155365,0.03786,1.0061,0.01067,0.03528,0.16288
964,2020-03-29,12.2,"6,252.3",0.001774,131.02,38.848,6.63,0.00823,0.154263,0.03994,1.0034,0.01142,0.03658,0.17547
965,2020-03-28,12.32,"6,366.0",0.001781,131.74,38.059,6.47,0.00826,0.168981,0.04041,1.0037,0.0111,0.03754,0.17286
966,2020-03-27,13.2,"6,755.0",0.001825,138.38,40.412,7.04,0.008721,0.179492,0.04283,1.0049,0.01196,0.03952,0.17598
967,2020-03-26,12.34,"6,688.2",0.001831,136.08,39.181,6.95,0.008394,0.179561,0.04052,1.0032,0.01143,0.03784,0.16173
968,2020-03-25,12.4,"6,762.0",0.001844,138.59,40.575,6.89,0.008787,0.181264,0.04032,1.0043,0.01149,0.03946,0.16236
969,2020-03-24,12.19,"6,491.2",0.001816,136.00,39.05,6.7,0.008378,0.163377,0.0394,1.0051,0.01142,0.03939,0.15862
970,2020-03-23,11.11,"5,820.1",0.001726,122.46,35.429,5.93,0.007531,0.152643,0.0368,1.0035,0.01027,0.03605,0.14788
971,2020-03-22,12.09,"6,202.7",0.001782,132.59,38.347,6.23,0.008371,0.172534,0.03947,1.0032,0.01119,0.03872,0.15789
972,2020-03-21,11.92,"6,211.1",0.001773,133.32,38.046,6.29,0.008441,0.166897,0.03988,1.0017,0.0113,0.03941,0.15683
973,2020-03-20,12.25,"6,173.5",0.001763,135.43,38.976,6.47,0.00864,0.172282,0.04137,1.0035,0.01164,0.04002,0.16467
974,2020-03-19,10.4,"5,417.1",0.001672,117.76,34.709,5.74,0.007445,0.150148,0.0369,1.0061,0.01024,0.03491,0.14751
975,2020-03-18,10.31,"5,339.0",0.001703,115.95,34.172,5.63,0.007373,0.152895,0.03727,1.0069,0.01006,0.03423,0.14719
976,2020-03-17,9.55,"5,068.3",0.001637,111.06,33.134,5.45,0.007229,0.140399,0.03516,1.0059,0.00961,0.03271,0.14092
977,2020-03-16,10.39,"5,381.9",0.001695,124.35,36.391,5.99,0.007905,0.128415,0.0379,1.0023,0.01026,0.03413,0.15309
978,2020-03-15,10.15,"5,217.1",0.001687,122.67,34.435,5.76,0.007661,0.12713,0.03672,1.0084,0.00974,0.03368,0.14596
979,2020-03-14,10.9,"5,621.8",0.001753,134.02,37.556,6.14,0.007833,0.124612,0.03954,1.0083,0.01019,0.03412,0.15886
980,2020-03-13,9.28,"4,873.1",0.00158,107.87,29.852,5.64,0.006522,0.107746,0.03243,1.0131,0.00839,0.03134,0.13582
981,2020-03-12,16.56,"7,975.3",0.002176,194.57,48.553,9.44,0.01128,0.190836,0.05037,1.0046,0.01489,0.04409,0.20812
982,2020-03-11,16.83,"7,917.9",0.002205,200.61,50.203,9.86,0.011683,0.190755,0.05188,1.0037,0.01508,0.04463,0.21171
983,2020-03-10,16.6,"7,965.5",0.002222,202.88,50.497,9.91,0.011692,0.194353,0.05235,1.0038,0.01506,0.04491,0.20961
984,2020-03-09,16.91,"8,073.8",0.002179,199.21,50.974,10.06,0.012221,0.200479,0.04963,1.0074,0.01466,0.04477,0.20384
985,2020-03-08,20.24,"8,917.2",0.002408,237.30,60.454,11.6,0.014393,0.222598,0.05831,1.0047,0.01695,0.05359,0.23622
986,2020-03-07,21.34,"9,180.6",0.002485,244.87,63.203,12.37,0.013477,0.221752,0.06134,1.0074,0.01833,0.05434,0.24476
987,2020-03-06,20.69,"9,085.6",0.002479,228.46,62.065,12.07,0.012946,0.225044,0.05962,1.0062,0.0179,0.0538,0.23917
988,2020-03-05,19.94,"8,795.3",0.002424,224.36,60.346,11.75,0.012442,0.223265,0.0586,1.0035,0.01774,0.05252,0.23465
989,2020-03-04,19.73,"8,791.1",0.0025,223.94,61.011,11.56,0.012281,0.221247,0.05814,1.0044,0.01724,0.05333,0.23423
990,2020-03-03,19.87,"8,938.5",0.00235,231.90,61.416,12.1,0.012947,0.230964,0.05955,1.0049,0.01759,0.05356,0.2395
991,2020-03-02,18.9,"8,556.8",0.002276,217.96,57.75,11.32,0.012369,0.208769,0.0558,1.0064,0.01642,0.04873,0.22732
992,2020-03-01,19.23,"8,561.5",0.002216,217.51,58.078,11.09,0.012443,0.210636,0.05697,1.0064,0.01649,0.04829,0.22901
993,2020-02-29,19.03,"8,730.6",0.00229,226.94,59.904,11.31,0.012735,0.208813,0.05843,1.0037,0.01711,0.05017,0.23663
